"","CustomerID","TransactionDate","Amount","ProductCategory"
"2331",3454,2022-11-11,299.47,"Premier"
"2332",7313,2023-11-15,478.89,"Specialty Suite"
"2333",4403,2023-11-13,543.21,"Specialty Suite"
"2334",7154,2023-09-26,421.29,"Suite"
"2335",3354,2023-03-13,322.49,"Premier"
"2336",1985,2022-07-13,268.15,"Suite"
"2337",4193,2024-04-22,324.22,"Specialty Suite"
"2338",4531,2024-07-31,343.07,"Premier"
"2339",2322,21-12-20,277.93,"Specialty Suite"
"2340",2886,2022-08-19,356.51,NA
"2341",7380,2022-05-30,358.06,"Premier"
"2342",3047,2023-10-20,447.56,"Specialty Suite"
"2344",2747,2022-02-16,281.93,"Specialty Suite"
"2345",6412,2022-05-14,283.47,"Specialty Suite"
"2346",3873,2022-10-04,265.57,"Premier"
"2347",167,2023-04-26,322.14,"Premier"
"2348",1232,2022-09-01,337.29,"Standard"
"2349",6232,2023-02-25,300,"Specialty Suite"
"2350",5223,2023-09-17,226.45,"Premier"
"2351",5728,2023-08-11,319.9,"Specialty Suite"
"2352",2390,2022-10-26,288.06,"Premier"
"2353",697,19-02-20,303.9,"Specialty Suite"
"2354",6851,2022-10-29,176.72,"Specialty Suite"
"2355",160,2022-11-01,371.38,"Premier"
"2356",5941,2023-11-03,397.12,"Specialty Suite"
"2357",6550,2023-03-20,428.73,"Specialty Suite"
"2358",5106,2022-09-14,360.96,"Suite"
"2359",1458,2022-01-31,454.37,"Specialty Suite"
"2361",2544,2023-10-07,326.83,"Specialty Suite"
"2362",1880,2023-05-03,530.34,"Standard"
"2363",61,2023-07-24,407.28,"Presidential"
"2364",1150,2024-03-23,160.76,"Standard"
"2365",7978,2022-09-14,402.41,"Suite"
"2366",109,2024-02-04,387.64,"Specialty Suite"
"2367",4787,2022-10-19,389.03,"Premier"
"2368",3351,2022-09-20,547.12,"Suite"
"2369",3372,2023-06-10,370.05,"Standard"
"2370",3102,2022-07-17,205.1,"Standard"
"2371",587,2022-06-15,383.02,"Standard"
"2372",5328,2024-05-10,422.48,"Premier"
"2373",3678,2022-03-05,169.08,"Premier"
"2374",4978,2022-01-26,NA,"Suite"
"2375",4406,2024-05-27,356.64,"Suite"
"2376",3901,2023-06-18,317.86,"Premier"
"2377",2467,2022-06-27,264.93,"Suite"
"2378",7011,2023-05-13,297.44,"Premier"
"2379",4820,2022-08-16,323.04,"Standard"
"2381",6359,2022-03-29,304.15,"Standard"
"2382",2347,2024-04-13,342.55,"Standard"
"2383",7687,2022-01-08,338.64,"Standard"
"2384",1792,2022-08-16,397.49,"Standard"
"2385",3044,2023-06-20,343.91,"Standard"
"2386",7633,2023-08-27,329.15,"Specialty Suite"
"2387",2954,2022-07-03,408.38,"Premier"
"2388",4102,2023-08-13,349.9,"Suite"
"2389",4630,2022-01-17,399.43,"Specialty Suite"
"2390",6696,2022-02-28,365.59,"Premier"
"2391",2836,2023-01-28,233.59,"Suite"
"2392",2303,2022-05-25,NA,"Standard"
"2393",5191,2023-04-09,307.53,"Premier"
"2394",1255,2024-04-30,337.06,"Premier"
"2395",2925,2022-01-22,376.59,"Specialty Suite"
"2396",1534,2024-02-26,398.95,"Premier"
"2397",6666,2024-03-22,279.61,"Premier"
"2398",7531,2022-09-04,424.85,"Suite"
"2399",1630,2022-07-02,399.66,"Standard"
"2400",2332,2022-05-24,328.71,"Premier"
"2401",4315,2023-05-25,267.22,"Specialty Suite"
"2402",758,2023-04-13,377.94,"Suite"
"2403",6115,2023-08-11,323.13,"Premier"
"2404",485,2023-07-07,399.97,"Premier"
"2405",682,2023-12-26,571.6,"Presidential"
"2406",2393,2023-10-12,319.6,"Specialty Suite"
"2407",2027,2022-08-01,463.66,"Suite"
"2408",5968,2022-11-21,394.07,"Specialty Suite"
"2409",4257,2024-01-04,465.58,"Presidential"
"2410",4225,2023-12-22,370.87,"Premier"
"2411",1040,2023-10-15,309.77,"Specialty Suite"
"2412",111,2023-09-14,424.03,"Specialty Suite"
"2413",4222,2023-10-03,473.74,"Suite"
"2414",1475,2023-07-26,391.67,"Premier"
"2415",6056,2023-05-24,411.71,"Specialty Suite"
"2416",7467,2022-01-13,420.95,"Specialty Suite"
"2417",3054,2022-08-31,272.21,"Premier"
"2418",1077,2022-03-08,370.43,"Specialty Suite"
"2419",1832,2022-05-13,233.76,"Premier"
"2420",7351,2023-03-03,403.94,"Premier"
"2421",6166,2024-06-26,430.9,"Suite"
"2422",6371,2023-01-08,319.46,"Standard"
"2423",1804,2022-11-14,311.54,"Premier"
"2424",3662,2022-03-01,409.68,"Specialty Suite"
"2425",7625,2023-07-02,593.62,"Specialty Suite"
"2426",6716,2024-06-07,275.35,"Specialty Suite"
"2427",2093,2024-03-08,281.22,"Specialty Suite"
"2428",3534,2023-03-24,483.17,"Specialty Suite"
"2429",5482,2023-07-09,309.62,"Specialty Suite"
"2430",6372,2023-11-20,356.14,"Specialty Suite"
"2431",3983,2024-01-10,474.65,"Specialty Suite"
"2432",2821,2022-12-02,317.35,"Standard"
"2433",2484,2024-04-10,419.39,"Suite"
"2434",2105,2023-11-02,355.68,"Standard"
"2435",3934,2022-10-12,285.47,"Suite"
"2436",1172,2022-05-10,242.27,"Standard"
"2437",4936,5-05-20,276.77,"Standard"
"2438",2931,2023-03-24,NA,"Premier"
"2439",5503,2022-09-08,284.01,"Standard"
"2440",7684,2022-10-29,459.29,"Suite"
"2441",7362,2023-07-16,346.67,"Standard"
"2442",6594,2023-07-25,310.86,"Premier"
"2443",1389,2023-11-01,355.04,"Premier"
"2444",6494,2022-06-30,330.81,"Premier"
"2445",4764,2023-12-24,313.15,"Specialty Suite"
"2446",1008,2022-05-22,426.24,"Specialty Suite"
"2447",2709,2023-06-30,199.46,"Standard"
"2448",3501,23-01-20,287.67,"Standard"
"2449",576,2023-10-07,308.73,"Specialty Suite"
"2450",2327,2022-04-13,392.1,"Specialty Suite"
"2451",2947,2024-02-16,377.81,"Specialty Suite"
"2452",2523,2024-04-30,272.82,"Premier"
"2453",5502,2023-01-03,476.5,"Suite"
"2454",4,2022-02-08,429.39,"Suite"
"2455",5568,2023-12-19,402.36,"Suite"
"2456",130,2024-04-06,405.38,"Specialty Suite"
"2457",6942,2022-01-09,425.25,"Specialty Suite"
"2458",723,2022-09-11,322.93,"Specialty Suite"
"2459",7139,2022-10-03,449.09,"Suite"
"2460",1726,2023-09-28,484.04,"Suite"
"2461",2737,2022-02-02,NA,"Suite"
"2462",3309,2023-12-08,301.19,"Premier"
"2463",1778,2022-10-01,304.42,"Standard"
"2464",5166,2024-06-11,341.22,"Standard"
"2465",4455,2024-06-12,403.58,"Suite"
"2466",6291,30-03-20,463.39,"Specialty Suite"
"2467",5688,2023-11-09,330.74,"Specialty Suite"
"2468",5510,2024-06-08,334.16,"Specialty Suite"
"2469",6499,2023-11-07,338.05,"Premier"
"2470",2655,2023-04-21,395.94,"Specialty Suite"
"2471",6872,2022-07-29,417.43,"Suite"
"2472",1821,2022-12-09,313.38,"Standard"
"2473",5794,2024-05-28,421.81,"Premier"
"2474",1399,2024-04-30,330.83,"Specialty Suite"
"2475",2092,2022-05-18,323.36,"Premier"
"2476",7693,2022-02-22,484.39,"Standard"
"2477",2655,2023-10-30,453.05,"Specialty Suite"
"2478",2777,2022-09-01,390.44,"Suite"
"2479",1949,2022-12-15,354.94,"Premier"
"2480",7111,2024-02-23,388.22,"Specialty Suite"
"2481",1629,2023-03-04,361.47,"Premier"
"2482",6610,2022-09-03,327.43,"Premier"
"2483",970,2022-03-06,351.79,"Premier"
"2484",1283,2023-09-12,421.9,"Suite"
"2485",3988,2022-04-20,224.41,"Specialty Suite"
"2486",7813,2022-07-11,396.79,"Specialty Suite"
"2487",2208,2023-12-29,494.29,"Specialty Suite"
"2488",6649,2022-11-20,300.46,"Premier"
"2489",180,2024-05-28,412.46,"Specialty Suite"
"2490",2261,2022-08-29,393.27,"Premier"
"2491",7142,2023-11-28,313.65,"Premier"
"2492",7575,3-03-20,391.81,"Premier"
"2493",2072,2022-01-30,434.15,"Suite"
"2494",5736,2023-09-30,314.02,"Premier"
"2495",5292,2022-03-18,309.26,"Premier"
"2496",2978,2024-06-08,376.13,"Specialty Suite"
"2497",2133,2023-07-10,443.16,"Specialty Suite"
"2498",4006,2022-04-23,340.39,"Premier"
"2499",1679,2023-12-20,465.81,"Specialty Suite"
"2500",7334,2023-03-23,455.9,"Specialty Suite"
"2501",3161,2022-09-04,412.79,"Suite"
"2502",4771,2022-08-08,309,"Premier"
"2503",1796,2023-02-06,232.62,"Standard"
"2504",3084,2023-11-16,386.78,NA
"2505",5419,2022-11-25,366.99,"Premier"
"2506",7653,2023-08-21,364.99,"Premier"
"2507",5433,2023-05-09,409.61,NA
"2508",3812,2023-09-05,381.58,"Suite"
"2509",3458,2023-12-27,291,"Specialty Suite"
"2510",6985,2022-05-12,358.53,"Suite"
"2511",5317,2024-04-07,353.62,"Standard"
"2512",7007,2022-10-23,434.41,"Suite"
"2513",5058,2024-06-28,296.5,"Suite"
"2514",998,2023-02-20,292.83,"Standard"
"2515",5546,2023-02-11,391.47,"Premier"
"2516",3460,2023-02-12,433.09,"Specialty Suite"
"2517",7693,2022-09-27,160.54,"Suite"
"2518",303,2022-07-23,464.8,"Specialty Suite"
"2519",52,2023-09-27,412.34,"Specialty Suite"
"2520",7789,2023-09-22,490.71,"Suite"
"2521",1717,2022-01-14,189.77,NA
"2522",189,2022-01-21,483.72,NA
"2523",377,8-03-20,298.01,"Suite"
"2524",1158,2023-04-02,296.45,"Premier"
"2525",5384,2022-10-08,417.99,"Specialty Suite"
"2526",4372,20-06-20,416.67,NA
"2527",2274,2022-06-05,422.7,NA
"2528",689,2024-03-23,364.95,"Standard"
"2529",2414,2024-05-12,311.74,"Premier"
"2530",2267,2023-06-09,428.31,NA
"2531",4967,2022-06-14,336.74,"Standard"
"2532",5001,2022-12-30,248.58,"Premier"
"2533",1335,2022-11-25,NA,"Standard"
"2534",512,2022-12-02,279.1,"Suite"
"2535",6987,2024-01-09,NA,"Specialty Suite"
"2536",641,2022-09-13,483.15,"Suite"
"2537",98,2022-07-23,351.54,"Premier"
"2538",2830,2024-02-22,358.56,"Specialty Suite"
"2539",2622,11-10-20,407.72,"Suite"
"2540",678,2023-09-01,553.18,"Specialty Suite"
"2541",26,2023-05-24,274.1,"Premier"
"2542",6180,2023-08-28,395.82,"Standard"
"2543",5812,2022-10-26,259.76,"Standard"
"2544",962,2022-02-28,442.53,"Suite"
"2545",182,2023-12-15,332.01,"Suite"
"2546",3615,2022-10-07,235.74,"Suite"
"2547",5082,2023-10-24,404.96,"Suite"
"2548",261,2023-12-31,315.24,"Premier"
"2549",1052,14-01-20,NA,"Standard"
"2550",4008,27-05-20,357.15,"Standard"
"2551",763,2023-07-14,350.21,"Premier"
"2552",4535,2022-04-16,NA,"Premier"
"2553",3505,2023-02-10,428.24,"Specialty Suite"
"2554",973,2023-03-23,377.34,"Premier"
"2555",7737,2023-11-23,425.24,"Specialty Suite"
"2556",3738,2022-02-02,371.6,"Specialty Suite"
"2557",5135,2022-07-30,310.85,"Specialty Suite"
"2558",594,2023-02-15,282.56,"Premier"
"2559",4240,2022-07-07,413.35,"Specialty Suite"
"2560",6347,2022-03-15,337.01,"Specialty Suite"
"2561",5191,2022-06-07,307.68,"Standard"
"2562",7845,2023-02-25,430.37,"Specialty Suite"
"2563",7941,2024-05-23,372.94,"Standard"
"2564",869,2023-09-10,386.28,"Premier"
"2565",5548,2023-08-12,400.21,"Suite"
"2566",3599,2024-04-14,344.15,"Suite"
"2567",5538,2022-08-20,409.54,"Standard"
"2568",1301,2023-07-23,335.12,"Premier"
"2569",6123,2023-11-26,364.66,"Specialty Suite"
"2570",2097,2023-04-27,281.19,"Specialty Suite"
"2571",5810,2024-05-24,389.91,"Specialty Suite"
"2572",2116,2023-02-25,371.86,"Premier"
"2573",1634,2022-12-01,205.45,NA
"2574",250,2024-07-05,NA,"Suite"
"2575",5895,2024-03-05,273.66,"Standard"
"2576",7603,2024-04-21,220.49,"Premier"
"2577",4724,2023-05-09,235.06,"Specialty Suite"
"2578",4084,2022-10-23,395.3,"Premier"
"2579",3540,9-06-20,360.84,"Premier"
"2580",3637,2022-08-23,448.38,"Suite"
"2581",6931,30-06-20,347.41,"Specialty Suite"
"2582",4817,2022-10-23,361.61,"Premier"
"2583",7791,2022-11-13,353.47,"Standard"
"2585",3657,2023-03-25,447.38,NA
"2586",1914,2024-04-21,298.8,"Specialty Suite"
"2587",1701,2023-04-06,415.21,"Suite"
"2588",199,2024-05-29,357.4,"Standard"
"2589",3895,2022-11-25,427.53,"Suite"
"2590",7086,2023-03-07,407.34,"Suite"
"2591",3147,2023-06-14,352.97,"Specialty Suite"
"2592",4328,2022-12-12,316.83,"Premier"
"2593",3115,2022-03-06,561.88,"Specialty Suite"
"2594",332,2022-10-03,356.36,"Premier"
"2595",1271,2023-05-23,350.08,NA
"2596",1468,2023-04-08,297.07,"Specialty Suite"
"2598",7432,2023-05-25,492.51,"Suite"
"2599",7228,2022-12-02,460.41,"Premier"
"2600",1474,2022-07-23,400.73,"Specialty Suite"
"2601",842,2022-03-26,338.34,"Specialty Suite"
"2602",4639,2023-07-08,491.54,"Specialty Suite"
"2603",3571,2023-04-18,420.93,"Standard"
"2604",2246,2022-09-01,369.06,"Standard"
"2605",4501,2022-01-25,442.05,"Suite"
"2606",2243,2023-01-03,376.28,"Premier"
"2607",1784,2023-09-20,349.06,"Premier"
"2608",5760,2023-06-09,339.51,"Premier"
"2609",770,2023-09-17,NA,"Specialty Suite"
"2610",7671,2024-07-25,NA,"Specialty Suite"
"2611",5889,2022-01-07,382.91,"Specialty Suite"
"2612",7701,2022-07-19,377.83,"Specialty Suite"
"2613",1260,2022-12-04,490.4,"Suite"
"2614",3768,2023-10-31,305.74,"Standard"
"2615",4505,2022-03-08,316.96,"Specialty Suite"
"2616",7991,20-06-20,186.57,"Specialty Suite"
"2617",6222,2023-12-26,330.63,"Specialty Suite"
"2618",7794,2024-02-11,397.99,"Standard"
"2619",7451,2022-02-12,426.79,"Suite"
"2620",5434,2024-03-25,348.33,"Standard"
"2621",1268,2022-12-10,461.22,NA
"2622",6244,2024-06-19,NA,"Specialty Suite"
"2623",6634,2023-02-19,270.44,"Specialty Suite"
"2624",3018,2022-02-07,430.7,NA
"2625",2010,2023-11-28,264.64,"Premier"
"2626",3222,2022-09-09,339.02,"Premier"
"2627",5278,2022-05-13,354.94,"Standard"
"2628",6428,2024-02-16,505.87,"Suite"
"2629",1662,2022-06-30,325.95,"Premier"
"2630",428,2022-10-28,382.64,"Premier"
"2631",3861,2022-12-23,390.03,"Standard"
"2632",4524,2023-04-26,288.74,"Premier"
"2633",7930,2024-04-10,386.88,"Premier"
"2634",1659,2023-06-20,449.37,"Premier"
"2635",3986,2022-01-21,369.38,"Premier"
"2636",5523,2023-01-26,341.01,"Specialty Suite"
"2637",1626,2023-05-28,447.79,"Specialty Suite"
"2638",5551,2023-01-08,254.42,"Suite"
"2639",3064,2023-01-10,345.91,"Standard"
"2640",7502,2022-05-28,474.31,"Standard"
"2641",1872,5-07-20,333.84,"Standard"
"2642",4345,2024-03-07,400.34,"Suite"
"2643",6721,2022-05-08,304.26,"Suite"
"2644",5571,4-11-20,341.37,"Premier"
"2645",7209,2022-12-05,370.35,"Premier"
"2646",2931,2023-03-11,277.6,"Standard"
"2647",1694,2023-02-13,416.03,"Specialty Suite"
"2648",5862,2022-03-14,527.97,"Specialty Suite"
"2649",431,2023-04-20,358.05,"Specialty Suite"
"2650",7304,2023-06-05,330.58,"Specialty Suite"
"2651",2501,2023-06-19,328.02,"Suite"
"2652",3753,2022-10-30,441.31,"Suite"
"2653",5015,2023-10-04,328.06,"Specialty Suite"
"2654",4588,2023-11-14,457.27,"Premier"
"2655",2504,2022-04-11,414.54,"Suite"
"2656",5477,2023-03-07,435.36,"Suite"
"2657",4032,2024-02-08,421.99,"Specialty Suite"
"2658",2447,2022-12-30,403.42,"Standard"
"2659",952,2022-11-17,494.54,"Specialty Suite"
"2660",7049,2022-06-07,241.62,"Specialty Suite"
"2661",4999,2023-03-31,329.95,"Specialty Suite"
"2662",4785,2024-02-06,240.13,"Standard"
"2663",4230,2022-02-08,NA,"Suite"
"2664",3781,26-05-20,359.24,"Standard"
"2665",4531,2022-03-02,286.04,"Suite"
"2666",5572,2024-06-09,434.41,"Specialty Suite"
"2667",336,2022-07-11,282.52,"Specialty Suite"
"2668",4111,2023-10-14,399.44,"Specialty Suite"
"2669",2823,2023-04-30,371.86,"Standard"
"2670",4687,2024-03-17,444.33,"Suite"
"2671",4456,2022-06-02,319.11,"Standard"
"2672",714,2024-03-14,386.24,"Premier"
"2673",4946,2023-08-03,339.7,"Specialty Suite"
"2674",438,2023-11-08,300.79,NA
"2675",6599,2022-09-17,195.1,"Standard"
"2676",2728,2022-01-31,416.84,"Suite"
"2677",5321,2023-03-26,412.49,"Suite"
"2678",403,2022-10-15,340.68,"Specialty Suite"
"2679",7237,2022-09-16,293.6,"Premier"
"2680",741,2024-04-06,408.85,"Suite"
"2681",1673,2022-06-25,395.34,"Specialty Suite"
"2682",1948,2022-05-17,398.93,"Premier"
"2683",6029,2024-05-11,302.56,"Premier"
"2684",868,2024-04-03,339.74,"Premier"
"2685",2036,2023-12-30,262.26,"Premier"
"2686",2260,2022-11-26,411.51,"Presidential"
"2687",7924,2022-01-11,373.53,NA
"2688",4835,2023-09-08,560.02,"Standard"
"2689",256,2022-10-10,269.28,"Premier"
"2690",4191,2024-07-14,319.69,"Premier"
"2691",686,2023-06-20,395.55,"Standard"
"2692",2828,2023-12-25,494.12,"Presidential"
"2693",5052,2023-01-14,275.62,"Premier"
"2694",2014,2024-03-10,397.42,"Premier"
"2695",7722,2023-08-08,269.03,NA
"2696",517,2022-10-22,389.36,"Premier"
"2697",601,2023-08-10,356.02,"Premier"
"2698",4754,2022-10-01,416.27,"Presidential"
"2699",3177,2022-12-29,414.86,"Specialty Suite"
"2700",6051,2023-04-30,429.24,"Specialty Suite"
"2701",1592,2022-12-09,438.76,"Specialty Suite"
"2702",2411,2023-05-25,422.5,"Suite"
"2703",3720,2022-11-22,240.79,NA
"2704",2226,2023-08-14,372.25,"Specialty Suite"
"2705",2253,2022-05-04,449.16,"Premier"
"2706",2978,2022-07-06,475.82,"Suite"
"2708",6586,2022-02-02,322.93,"Premier"
"2709",1316,2022-12-23,453.61,"Suite"
"2710",328,2023-09-14,305.79,"Specialty Suite"
"2711",2849,2022-05-13,395.84,"Specialty Suite"
"2712",5624,2022-03-22,454.86,"Suite"
"2713",7684,2022-04-07,478.37,"Specialty Suite"
"2714",2346,2023-06-13,273.55,"Premier"
"2715",2361,2023-10-25,379.31,"Standard"
"2716",5827,2023-12-29,412.23,"Specialty Suite"
"2717",4718,2022-08-16,357.06,"Specialty Suite"
"2718",2462,2023-03-16,279.49,"Specialty Suite"
"2719",885,2023-01-02,226.29,"Premier"
"2720",1293,2023-09-25,316.56,"Premier"
"2721",5636,2022-03-24,356.99,"Specialty Suite"
"2722",7736,2023-11-15,502.93,"Specialty Suite"
"2723",322,2024-03-07,292.14,"Suite"
"2724",6006,2023-09-29,355.68,"Standard"
"2725",3093,2022-11-03,409.12,"Suite"
"2726",1880,2022-02-01,339.47,"Specialty Suite"
"2727",4565,2023-05-05,280.53,"Premier"
"2728",2899,2022-05-14,251.9,"Specialty Suite"
"2729",4972,2022-01-03,403.29,"Specialty Suite"
"2730",7366,2023-04-28,470.8,"Suite"
"2731",6722,2022-09-13,370.75,"Premier"
"2733",6335,2023-10-10,304.31,"Standard"
"2734",4319,2023-06-23,577.65,"Suite"
"2735",724,2022-10-30,347.05,"Specialty Suite"
"2736",7455,2024-03-13,439.54,NA
"2737",4233,2022-09-03,357.38,"Specialty Suite"
"2738",2407,2023-04-06,358.98,"Premier"
"2739",6352,2023-11-25,264.42,"Specialty Suite"
"2740",806,2022-10-16,396.92,"Premier"
"2741",4432,2022-01-29,382.9,"Specialty Suite"
"2742",325,2024-04-26,388.72,"Specialty Suite"
"2743",3669,2022-02-20,482.42,"Suite"
"2744",5511,2023-05-17,NA,"Specialty Suite"
"2745",2230,2022-03-07,296.44,NA
"2746",4025,2-04-20,367.57,"Standard"
"2747",1938,2022-02-21,313.89,"Specialty Suite"
"2748",651,2023-11-22,355.08,"Specialty Suite"
"2749",2119,2024-04-18,354.4,"Standard"
"2750",2717,2022-11-05,419.92,"Presidential"
"2751",193,2022-12-03,461.25,"Suite"
"2752",4952,2022-12-21,454.12,"Suite"
"2753",6591,2024-03-02,446.81,"Suite"
"2754",4078,2023-09-29,367.85,"Specialty Suite"
"2755",4695,2023-04-28,322.92,"Premier"
"2756",2449,8-05-20,340.85,"Standard"
"2757",4993,2023-02-05,407.17,"Premier"
"2758",390,2023-05-25,326.81,"Premier"
"2759",1983,2022-02-03,NA,"Suite"
"2760",6837,2023-02-14,225.22,"Premier"
"2761",5976,2-03-20,361.97,"Premier"
"2762",7487,2023-03-23,356.71,"Specialty Suite"
"2763",6935,2023-03-23,304.07,"Specialty Suite"
"2764",7487,2022-05-08,399.47,"Standard"
"2765",134,2024-02-21,324.78,"Specialty Suite"
"2766",4453,2022-01-19,254.77,"Suite"
"2767",6238,2024-01-05,269.52,"Specialty Suite"
"2768",6910,2023-11-28,507.63,"Specialty Suite"
"2769",5888,2023-01-11,459.87,"Suite"
"2770",5893,2023-02-09,518.19,"Premier"
"2771",5982,2022-01-04,298.64,"Specialty Suite"
"2772",1558,2024-07-23,421.9,"Premier"
"2773",725,21-09-20,404.2,"Presidential"
"2774",7455,2023-07-29,NA,"Premier"
"2775",4412,2022-01-22,235.13,"Standard"
"2776",1212,2023-08-12,461.2,"Specialty Suite"
"2777",1124,2024-07-22,441.96,"Premier"
"2778",5478,2023-01-11,436.11,"Specialty Suite"
"2779",1881,2024-02-10,355.21,"Standard"
"2780",1323,2023-09-11,385.35,"Specialty Suite"
"2781",6695,2024-04-26,452.43,"Suite"
"2782",6303,30-01-20,294.75,"Premier"
"2783",5981,2023-08-16,299.7,"Standard"
"2784",5444,2023-07-13,317.59,"Specialty Suite"
"2785",5116,2022-08-04,480.28,"Specialty Suite"
"2786",5386,2022-06-25,295.6,"Standard"
"2787",2431,2023-07-04,310.11,"Specialty Suite"
"2788",2384,2022-05-13,334.13,"Specialty Suite"
"2789",6688,2023-08-21,343.9,"Specialty Suite"
"2790",4848,2022-06-18,351.34,"Premier"
"2791",4509,2023-04-10,425.47,"Suite"
"2792",7129,2023-12-24,338.48,"Standard"
"2793",1503,2024-01-17,394.01,"Specialty Suite"
"2794",2712,2023-09-27,392.57,"Specialty Suite"
"2795",2686,2023-11-25,522.02,"Suite"
"2796",6020,2024-04-27,391.48,"Specialty Suite"
"2797",2897,2023-07-21,433.94,"Specialty Suite"
"2798",6591,2023-05-27,360.67,"Specialty Suite"
"2799",4899,2023-03-02,221.39,"Specialty Suite"
"2800",5203,2023-06-30,453.34,"Specialty Suite"
"2801",6221,2022-03-21,358.18,"Specialty Suite"
"2802",1345,2024-05-01,307.37,"Premier"
"2803",6979,2022-02-18,259.57,"Premier"
"2804",2862,2022-05-23,284.7,"Premier"
"2805",7300,2023-02-19,347.3,"Standard"
"2806",3295,2023-11-18,386.77,"Specialty Suite"
"2807",6803,2022-11-12,417.73,"Presidential"
"2808",1992,2023-10-31,399.34,"Specialty Suite"
"2809",1416,2022-10-20,215.56,"Standard"
"2810",1389,2023-11-02,358.12,"Specialty Suite"
"2811",211,2022-12-26,243.58,"Specialty Suite"
"2812",7395,2023-11-23,394.49,"Standard"
"2813",2601,2022-11-26,500.89,"Suite"
"2814",629,2023-10-23,292.9,"Premier"
"2815",3128,2023-09-07,432.29,"Specialty Suite"
"2816",113,2023-04-24,413.47,"Suite"
"2817",4855,2023-10-06,498.22,"Specialty Suite"
"2818",655,2023-03-11,349.94,"Premier"
"2819",4907,2022-01-15,408.81,"Presidential"
"2820",6951,2022-06-14,372.88,"Standard"
"2821",7366,2024-07-22,256.44,NA
"2822",6689,2022-02-03,389.4,"Specialty Suite"
"2823",7461,2022-03-02,272.81,"Specialty Suite"
"2824",5955,2022-11-27,332.1,"Standard"
"2825",5060,2023-02-14,283.23,"Premier"
"2826",226,2022-08-04,354.09,"Specialty Suite"
"2827",878,2023-11-14,319.7,"Premier"
"2828",1696,2023-11-02,527.24,"Suite"
"2829",5955,2023-05-09,351.18,"Specialty Suite"
"2830",719,2024-04-28,302.33,"Specialty Suite"
"2831",3266,2023-09-12,275.51,"Specialty Suite"
"2832",1850,2022-07-03,363.85,"Premier"
"2833",492,2023-06-09,478.71,"Premier"
"2834",2279,2022-10-14,395.77,"Specialty Suite"
"2835",1698,2022-01-26,313.04,"Premier"
"2836",177,2024-06-23,264.19,"Specialty Suite"
"2837",5035,2023-04-28,407.63,"Specialty Suite"
"2838",1699,2024-07-08,375,"Premier"
"2839",7035,2022-04-04,470.38,"Premier"
"2840",56,2024-06-15,327.28,NA
"2841",6559,2022-10-24,343.95,"Specialty Suite"
"2842",3993,2022-05-02,390.96,"Suite"
"2843",3686,2022-07-20,310.29,"Specialty Suite"
"2844",7714,2022-06-13,297.45,"Suite"
"2845",6154,2023-07-19,313.81,"Specialty Suite"
"2846",2071,2023-10-12,401.94,"Suite"
"2847",5819,2023-11-14,301.38,"Premier"
"2848",2555,2022-08-19,374.95,"Premier"
"2849",5444,2024-04-23,235.48,"Specialty Suite"
"2850",4204,2024-05-12,414.13,"Presidential"
"2851",7349,2023-01-16,295.79,NA
"2852",2524,2022-03-02,343.41,"Standard"
"2853",7028,2024-07-23,380.68,"Premier"
"2854",5204,2022-06-22,376.68,"Premier"
"2855",2865,2022-05-24,394.8,"Specialty Suite"
"2856",6023,2022-09-19,363.32,"Premier"
"2857",3075,9-09-20,492.82,"Suite"
"2858",45,2024-02-01,459.1,"Suite"
"2859",3598,2024-05-23,455.27,NA
"2860",848,2023-09-15,371.73,"Premier"
"2861",4663,2022-12-20,304.34,"Standard"
"2862",3808,2022-12-09,348.28,"Suite"
"2863",1779,2023-12-26,420.02,"Suite"
"2864",4035,25-06-20,366.77,"Suite"
"2865",1183,2023-08-20,307.08,"Specialty Suite"
"2866",5846,2022-09-13,399.28,"Specialty Suite"
"2867",64,2023-07-20,345.07,"Premier"
"2868",2006,2023-09-02,354.14,"Suite"
"2869",3038,2023-02-09,271.52,"Standard"
"2870",6327,2022-06-05,388.08,"Specialty Suite"
"2871",806,2022-10-14,278.37,"Standard"
"2872",657,2022-09-02,401.58,"Specialty Suite"
"2873",6492,7-07-20,364.67,"Suite"
"2874",7949,2023-11-14,255.12,"Specialty Suite"
"2875",3143,2023-03-11,334.9,"Specialty Suite"
"2876",517,2022-08-23,406.31,"Suite"
"2877",1573,2022-02-12,403.38,"Specialty Suite"
"2878",3473,2023-12-21,331.88,"Specialty Suite"
"2879",5158,2023-07-01,233.03,"Specialty Suite"
"2880",6462,2023-11-02,376.15,"Standard"
"2881",582,2023-03-30,400.92,"Specialty Suite"
"2882",751,2024-02-09,299.96,"Specialty Suite"
"2883",374,2023-09-16,448.52,"Suite"
"2884",2313,10-07-20,465.46,"Suite"
"2885",2495,2023-10-29,424.97,"Suite"
"2886",6408,2024-04-13,344.04,"Specialty Suite"
"2887",1961,2023-04-29,355.3,"Standard"
"2888",7899,2022-12-05,402.9,"Specialty Suite"
"2889",1556,2022-08-06,337.8,"Specialty Suite"
"2890",959,2023-02-19,453.79,"Suite"
"2891",4641,2023-06-16,NA,"Suite"
"2892",5771,2024-04-10,365.62,"Premier"
"2893",3683,2022-05-22,362.05,"Specialty Suite"
"2894",2007,2022-10-04,426.47,"Specialty Suite"
