"","CustomerID","X.1","X","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day","Month_Yr_graph","final_category","HighValue"
"4005",2120,959,966,2024-03-08,451.71,"Presidential","2024-03","2024","03",8,2024-03-01,"Silver","1"
"4006",2120,5435,5483,2024-01-21,453.95,"Suite","2024-01","2024","01",21,2024-01-01,"Silver","1"
"4007",2120,4220,4257,2023-09-25,361.75,"Specialty Suite","2023-09","2023","09",25,2023-09-01,"Silver","1"
"4008",2121,8555,8637,2022-07-24,351.13,"Specialty Suite","2022-07","2022","07",24,2022-07-01,"Silver","1"
"4009",2121,6303,6361,2022-12-26,280.86,"Specialty Suite","2022-12","2022","12",26,2022-12-01,"Silver","1"
"4010",2121,2161,2179,2023-02-19,350.53,"Specialty Suite","2023-02","2023","02",19,2023-02-01,"Silver","1"
"4011",2121,8721,8804,2023-08-02,405.82,"Specialty Suite","2023-08","2023","08",2,2023-08-01,"Silver","1"
"4012",2121,9435,9523,2023-05-11,463.36,"Premier","2023-05","2023","05",11,2023-05-01,"Silver","1"
"4013",2122,10031,10125,2023-04-29,386.68,"Suite","2023-04","2023","04",29,2023-04-01,"Silver","0"
"4014",2122,1087,1097,2024-01-20,346.55,"Specialty Suite","2024-01","2024","01",20,2024-01-01,"Silver","0"
"4015",2122,9862,9955,2022-03-24,344.28,"Specialty Suite","2022-03","2022","03",24,2022-03-01,"Silver","0"
"4016",2123,13533,13667,2022-09-23,548.2,"Suite","2022-09","2022","09",23,2022-09-01,"Silver","0"
"4017",2123,7521,7590,2024-07-13,378.3,"Specialty Suite","2024-07","2024","07",13,2024-07-01,"Silver","0"
"4018",2124,10505,10606,2022-11-20,438.41,"Specialty Suite","2022-11","2022","11",20,2022-11-01,"Bronze","0"
"4019",2125,9423,9511,2023-04-03,386.74,"Specialty Suite","2023-04","2023","04",3,2023-04-01,"Silver","0"
"4020",2125,8387,8466,2022-10-27,278.24,"Specialty Suite","2022-10","2022","10",27,2022-10-01,"Silver","0"
"4021",2126,12346,12468,2020-11-23,309.29,"Specialty Suite","2020-11","2020","11",20,2020-11-01,"Bronze","0"
"4022",2127,14303,14446,2023-09-10,416.98,"Suite","2023-09","2023","09",10,2023-09-01,"Bronze","0"
"4023",2128,3671,3703,2022-01-04,322.01,"Premier","2022-01","2022","01",4,2022-01-01,"Bronze","0"
"4024",2129,4425,4464,2022-03-25,397.86,"Specialty Suite","2022-03","2022","03",25,2022-03-01,"Silver","0"
"4025",2129,12784,12912,2022-11-02,228.24,"Standard","2022-11","2022","11",2,2022-11-01,"Silver","0"
"4026",2129,7859,7934,2023-07-09,453.39,"Specialty Suite","2023-07","2023","07",9,2023-07-01,"Silver","0"
"4027",2130,4685,4726,2022-03-31,295.79,"Standard","2022-03","2022","03",31,2022-03-01,"Bronze","0"
"4028",2131,6003,6057,2024-01-05,330.4,"Premier","2024-01","2024","01",5,2024-01-01,"Bronze","0"
"4029",2132,286,288,2023-09-23,330.96,"Standard","2023-09","2023","09",23,2023-09-01,"Silver","0"
"4030",2132,1715,1727,2024-01-09,297.09,"Specialty Suite","2024-01","2024","01",9,2024-01-01,"Silver","0"
"4031",2133,9364,9452,2023-12-27,360.91,"Premier","2023-12","2023","12",27,2023-12-01,"Silver","0"
"4032",2133,1901,1914,2023-03-04,204.02,"Standard","2023-03","2023","03",4,2023-03-01,"Silver","0"
"4033",2133,2474,2497,2023-07-10,443.16,"Specialty Suite","2023-07","2023","07",10,2023-07-01,"Silver","0"
"4034",2134,11336,11452,2022-10-03,280.37,"Specialty Suite","2022-10","2022","10",3,2022-10-01,"Bronze","0"
"4035",2135,4488,4527,2022-02-21,200.23,"Specialty Suite","2022-02","2022","02",21,2022-02-01,"Bronze","0"
"4036",2136,5375,5422,2022-01-03,250.51,"Standard","2022-01","2022","01",3,2022-01-01,"Silver","0"
"4037",2136,13546,13681,2023-09-24,335.05,"Premier","2023-09","2023","09",24,2023-09-01,"Silver","0"
"4038",2136,12356,12478,2024-05-18,443.97,"Presidential","2024-05","2024","05",18,2024-05-01,"Silver","0"
"4039",2137,9345,9433,2022-10-07,552.09,"Suite","2022-10","2022","10",7,2022-10-01,"Bronze","0"
"4040",2138,12685,12812,2022-04-06,481.14,"Suite","2022-04","2022","04",6,2022-04-01,"Silver","0"
"4041",2138,5073,5116,2024-04-14,225.15,"Specialty Suite","2024-04","2024","04",14,2024-04-01,"Silver","0"
"4042",2139,9761,9852,2022-09-18,382.81,"Standard","2022-09","2022","09",18,2022-09-01,"Silver","0"
"4043",2139,12506,12632,2023-03-30,303.66,"Specialty Suite","2023-03","2023","03",30,2023-03-01,"Silver","0"
"4044",2140,11041,11149,2023-09-28,342.52,"Premier","2023-09","2023","09",28,2023-09-01,"Silver","0"
"4045",2140,4973,5014,2022-01-27,475.46,"Suite","2022-01","2022","01",27,2022-01-01,"Silver","0"
"4046",2141,11292,11407,2022-01-19,305.82,"Standard","2022-01","2022","01",19,2022-01-01,"Silver","1"
"4047",2141,3484,3514,2022-07-23,303.48,"Specialty Suite","2022-07","2022","07",23,2022-07-01,"Silver","1"
"4048",2141,4977,5018,2023-10-31,352.86,"Specialty Suite","2023-10","2023","10",31,2023-10-01,"Silver","1"
"4049",2141,4548,4588,2020-12-16,303.34,"Specialty Suite","2020-12","2020","12",20,2020-12-01,"Silver","1"
"4050",2141,11224,11338,2022-12-25,347.13,"Premier","2022-12","2022","12",25,2022-12-01,"Silver","1"
"4051",2142,13540,13674,2020-09-12,301.57,"Premier","2020-09","2020","09",20,2020-09-01,"Silver","0"
"4052",2142,8852,8937,2022-02-15,420.66,"Specialty Suite","2022-02","2022","02",15,2022-02-01,"Silver","0"
"4053",2142,14807,14956,2023-07-12,337.64,"Specialty Suite","2023-07","2023","07",12,2023-07-01,"Silver","0"
"4054",2143,9397,9485,2023-06-12,269.46,"Specialty Suite","2023-06","2023","06",12,2023-06-01,"Gold","1"
"4055",2143,4749,4790,2022-12-22,406.48,"Suite","2022-12","2022","12",22,2022-12-01,"Gold","1"
"4056",2143,9326,9414,2022-05-17,389.51,"Premier","2022-05","2022","05",17,2022-05-01,"Gold","1"
"4057",2143,6005,6059,2024-05-26,449.56,"Premier","2024-05","2024","05",26,2024-05-01,"Gold","1"
"4058",2143,11153,11264,2022-10-15,351.12,"Premier","2022-10","2022","10",15,2022-10-01,"Gold","1"
"4059",2143,13067,13198,2023-03-29,400.97,"Suite","2023-03","2023","03",29,2023-03-01,"Gold","1"
"4060",2144,8504,8585,2022-12-07,394.35,"Premier","2022-12","2022","12",7,2022-12-01,"Silver","0"
"4061",2144,12150,12269,2023-08-18,284.74,"Standard","2023-08","2023","08",18,2023-08-01,"Silver","0"
"4062",2144,12446,12570,2023-10-14,297.58,"Standard","2023-10","2023","10",14,2023-10-01,"Silver","0"
"4063",2144,2917,2944,2023-06-11,376.31,"Premier","2023-06","2023","06",11,2023-06-01,"Silver","0"
"4064",2145,3899,3933,2024-03-03,405.61,"Suite","2024-03","2024","03",3,2024-03-01,"Silver","0"
"4065",2145,11158,11270,2022-11-28,466.79,"Suite","2022-11","2022","11",28,2022-11-01,"Silver","0"
"4066",2145,5719,5770,2020-07-12,280.96,"Premier","2020-07","2020","07",20,2020-07-01,"Silver","0"
"4067",2146,12789,12917,2022-05-05,473.61,"Standard","2022-05","2022","05",5,2022-05-01,"Bronze","0"
"4068",2147,2288,2307,2022-06-17,268.5,"Specialty Suite","2022-06","2022","06",17,2022-06-01,"Silver","1"
"4069",2147,3836,3870,2023-12-24,427.91,"Premier","2023-12","2023","12",24,2023-12-01,"Silver","1"
"4070",2147,7757,7831,2022-02-11,395.84,"Premier","2022-02","2022","02",11,2022-02-01,"Silver","1"
"4071",2147,1284,1294,2022-08-16,301.12,"Premier","2022-08","2022","08",16,2022-08-01,"Silver","1"
"4072",2147,4786,4827,2022-06-13,354.01,"Specialty Suite","2022-06","2022","06",13,2022-06-01,"Silver","1"
"4073",2148,5524,5574,2022-06-08,384.43,"Specialty Suite","2022-06","2022","06",8,2022-06-01,"Bronze","0"
"4074",2150,6012,6066,2023-09-23,252.81,"Premier","2023-09","2023","09",23,2023-09-01,"Silver","0"
"4075",2150,12497,12623,2024-01-22,335.1,"Standard","2024-01","2024","01",22,2024-01-01,"Silver","0"
"4076",2152,7634,7704,2022-06-09,275.34,"Premier","2022-06","2022","06",9,2022-06-01,"Silver","0"
"4077",2152,9426,9514,2023-11-13,389.65,"Specialty Suite","2023-11","2023","11",13,2023-11-01,"Silver","0"
"4078",2153,6431,6490,2024-07-10,300.46,"Standard","2024-07","2024","07",10,2024-07-01,"Bronze","0"
"4079",2154,6992,7057,2023-12-12,499.09,"Suite","2023-12","2023","12",12,2023-12-01,"Silver","0"
"4080",2154,230,232,2023-11-30,374.88,"Specialty Suite","2023-11","2023","11",30,2023-11-01,"Silver","0"
"4081",2154,283,285,2024-03-20,426.11,"Suite","2024-03","2024","03",20,2024-03-01,"Silver","0"
"4082",2155,6924,6988,2023-09-28,247.16,"Specialty Suite","2023-09","2023","09",28,2023-09-01,"Silver","0"
"4083",2155,9428,9516,2023-06-16,545.9,"Suite","2023-06","2023","06",16,2023-06-01,"Silver","0"
"4084",2157,9864,9957,2022-08-20,311.73,"Suite","2022-08","2022","08",20,2022-08-01,"Bronze","0"
"4085",2158,13625,13760,2023-07-10,373.95,"Standard","2023-07","2023","07",10,2023-07-01,"Silver","0"
"4086",2158,12576,12703,2023-02-26,440.41,"Suite","2023-02","2023","02",26,2023-02-01,"Silver","0"
"4087",2159,4334,4371,2024-05-16,412.64,"Suite","2024-05","2024","05",16,2024-05-01,"Silver","0"
"4088",2159,11759,11875,2023-06-16,403.67,"Specialty Suite","2023-06","2023","06",16,2023-06-01,"Silver","0"
"4089",2160,2150,2168,2023-11-24,319.14,"Premier","2023-11","2023","11",24,2023-11-01,"Silver","1"
"4090",2160,5273,5320,2023-07-21,509.06,"Suite","2023-07","2023","07",21,2023-07-01,"Silver","1"
"4091",2160,10079,10173,2024-01-14,507.19,"Suite","2024-01","2024","01",14,2024-01-01,"Silver","1"
"4092",2160,5836,5888,2023-12-03,484.93,"Suite","2023-12","2023","12",3,2023-12-01,"Silver","1"
"4093",2161,3393,3423,2022-07-30,457.05,"Specialty Suite","2022-07","2022","07",30,2022-07-01,"Silver","0"
"4094",2161,5892,5945,2024-02-02,380.77,"Premier","2024-02","2024","02",2,2024-02-01,"Silver","0"
"4095",2162,14059,14201,2024-01-06,385.68,"Standard","2024-01","2024","01",6,2024-01-01,"Bronze","0"
"4096",2163,9590,9679,2022-10-22,365.35,"Standard","2022-10","2022","10",22,2022-10-01,"Bronze","0"
"4097",2164,1472,1482,2023-01-28,350.09,"Specialty Suite","2023-01","2023","01",28,2023-01-01,"Silver","1"
"4098",2164,13020,13151,2024-03-16,277.26,"Suite","2024-03","2024","03",16,2024-03-01,"Silver","1"
"4099",2164,8339,8417,2023-07-23,438.07,"Specialty Suite","2023-07","2023","07",23,2023-07-01,"Silver","1"
"4100",2164,7853,7928,2020-12-09,343.17,"Standard","2020-12","2020","12",20,2020-12-01,"Silver","1"
"4101",2164,13195,13327,2020-12-23,318.45,"Premier","2020-12","2020","12",20,2020-12-01,"Silver","1"
"4102",2166,8893,8979,2022-04-07,302.58,"Standard","2022-04","2022","04",7,2022-04-01,"Silver","0"
"4103",2166,12070,12188,2023-12-04,265.46,"Specialty Suite","2023-12","2023","12",4,2023-12-01,"Silver","0"
"4104",2166,7830,7905,2023-05-05,540.24,"Specialty Suite","2023-05","2023","05",5,2023-05-01,"Silver","0"
"4105",2167,12107,12226,2023-03-04,345.87,"Premier","2023-03","2023","03",4,2023-03-01,"Bronze","0"
"4106",2169,1736,1748,2023-03-09,298.7,"Specialty Suite","2023-03","2023","03",9,2023-03-01,"Bronze","0"
"4107",2171,11957,12074,2022-06-30,288.56,"Specialty Suite","2022-06","2022","06",30,2022-06-01,"Silver","0"
"4108",2171,14287,14430,2023-09-28,336.22,"Premier","2023-09","2023","09",28,2023-09-01,"Silver","0"
"4109",2172,467,470,2022-11-15,347.33,"Standard","2022-11","2022","11",15,2022-11-01,"Bronze","0"
"4110",2174,7986,8062,2022-08-25,388.85,"Premier","2022-08","2022","08",25,2022-08-01,"Silver","0"
"4111",2174,6428,6487,2023-06-28,284.14,"Specialty Suite","2023-06","2023","06",28,2023-06-01,"Silver","0"
"4112",2175,12709,12837,2024-01-05,385.05,"Premier","2024-01","2024","01",5,2024-01-01,"Silver","0"
"4113",2175,11078,11187,2022-01-18,390.24,"Premier","2022-01","2022","01",18,2022-01-01,"Silver","0"
"4114",2175,2981,3010,2022-05-22,414.28,"Standard","2022-05","2022","05",22,2022-05-01,"Silver","0"
"4115",2176,5875,5927,2020-10-30,230.82,"Specialty Suite","2020-10","2020","10",20,2020-10-01,"Silver","0"
"4116",2176,8295,8372,2022-07-08,464.71,"Specialty Suite","2022-07","2022","07",8,2022-07-01,"Silver","0"
"4117",2176,9908,10002,2022-10-26,412.57,"Suite","2022-10","2022","10",26,2022-10-01,"Silver","0"
"4118",2178,2225,2243,2022-08-14,283.8,"Premier","2022-08","2022","08",14,2022-08-01,"Silver","0"
"4119",2178,1095,1105,2023-06-11,307.37,"Suite","2023-06","2023","06",11,2023-06-01,"Silver","0"
"4120",2178,9328,9416,2022-06-04,380.2,"Premier","2022-06","2022","06",4,2022-06-01,"Silver","0"
"4121",2178,988,995,2020-06-26,198.96,"Premier","2020-06","2020","06",20,2020-06-01,"Silver","0"
"4122",2179,8147,8223,2022-09-18,336.2,"Suite","2022-09","2022","09",18,2022-09-01,"Silver","0"
"4123",2179,9198,9286,2023-05-25,334.42,"Standard","2023-05","2023","05",25,2023-05-01,"Silver","0"
"4124",2180,7907,7982,2024-03-07,399.97,"Specialty Suite","2024-03","2024","03",7,2024-03-01,"Silver","0"
"4125",2180,9047,9134,2022-10-01,573.28,"Suite","2022-10","2022","10",1,2022-10-01,"Silver","0"
"4126",2180,10784,10888,2024-05-01,419.64,"Specialty Suite","2024-05","2024","05",1,2024-05-01,"Silver","0"
"4127",2181,313,316,2023-05-30,315.72,"Standard","2023-05","2023","05",30,2023-05-01,"Bronze","0"
"4128",2182,9140,9228,2023-03-01,483.51,"Suite","2023-03","2023","03",1,2023-03-01,"Bronze","0"
"4129",2183,5276,5323,2023-10-04,269.02,"Standard","2023-10","2023","10",4,2023-10-01,"Bronze","0"
"4130",2184,11744,11860,2022-11-28,379.13,"Premier","2022-11","2022","11",28,2022-11-01,"Bronze","0"
"4131",2185,8016,8092,2023-09-06,379.67,"Premier","2023-09","2023","09",6,2023-09-01,"Silver","0"
"4132",2185,6469,6528,2024-04-20,357.05,"Premier","2024-04","2024","04",20,2024-04-01,"Silver","0"
"4133",2185,4939,4980,2023-08-24,253.14,"Specialty Suite","2023-08","2023","08",24,2023-08-01,"Silver","0"
"4134",2186,2159,2177,2023-03-21,306.86,"Premier","2023-03","2023","03",21,2023-03-01,"Silver","0"
"4135",2186,13127,13258,2023-12-04,432.18,"Suite","2023-12","2023","12",4,2023-12-01,"Silver","0"
"4136",2187,11887,12004,2023-07-02,431.05,"Suite","2023-07","2023","07",2,2023-07-01,"Silver","0"
"4137",2187,12470,12596,2023-09-24,366.05,"Standard","2023-09","2023","09",24,2023-09-01,"Silver","0"
"4138",2187,3416,3446,2024-02-22,243.45,"Suite","2024-02","2024","02",22,2024-02-01,"Silver","0"
"4139",2187,5125,5168,2022-01-23,444.31,"Presidential","2022-01","2022","01",23,2022-01-01,"Silver","0"
"4140",2188,1244,1254,2024-03-20,323.68,"Specialty Suite","2024-03","2024","03",20,2024-03-01,"Bronze","0"
"4141",2190,5307,5354,2024-05-06,438.35,"Specialty Suite","2024-05","2024","05",6,2024-05-01,"Silver","0"
"4142",2190,4766,4807,2024-01-01,435.01,"Presidential","2024-01","2024","01",1,2024-01-01,"Silver","0"
"4143",2191,1498,1508,2020-05-22,210.81,"Specialty Suite","2020-05","2020","05",20,2020-05-01,"Silver","0"
"4144",2191,13620,13755,2023-07-06,400.55,"Premier","2023-07","2023","07",6,2023-07-01,"Silver","0"
"4145",2191,10985,11092,2022-02-23,460.86,"Presidential","2022-02","2022","02",23,2022-02-01,"Silver","0"
"4146",2191,7209,7277,2024-01-26,379.9,"Premier","2024-01","2024","01",26,2024-01-01,"Silver","0"
"4147",2192,4890,4931,2024-03-30,261.34,"Premier","2024-03","2024","03",30,2024-03-01,"Silver","0"
"4148",2192,616,621,2024-02-13,364.39,"Specialty Suite","2024-02","2024","02",13,2024-02-01,"Silver","0"
"4149",2193,4747,4788,2023-10-19,324.89,"Standard","2023-10","2023","10",19,2023-10-01,"Silver","0"
"4150",2193,9660,9750,2023-09-09,361.54,"Specialty Suite","2023-09","2023","09",9,2023-09-01,"Silver","0"
"4151",2195,1400,1410,2022-01-04,348.79,"Specialty Suite","2022-01","2022","01",4,2022-01-01,"Silver","0"
"4152",2195,5328,5375,2023-04-17,365.43,"Specialty Suite","2023-04","2023","04",17,2023-04-01,"Silver","0"
"4153",2197,13096,13227,2024-01-23,324.39,"Specialty Suite","2024-01","2024","01",23,2024-01-01,"Bronze","0"
"4154",2198,8886,8972,2023-12-20,406.7,"Suite","2023-12","2023","12",20,2023-12-01,"Bronze","0"
"4155",2199,13386,13520,2022-12-08,234.43,"Standard","2022-12","2022","12",8,2022-12-01,"Bronze","0"
"4156",2200,11453,11569,2020-06-10,302.91,"Premier","2020-06","2020","06",20,2020-06-01,"Bronze","0"
"4157",2201,7675,7745,2020-09-26,231.41,"Premier","2020-09","2020","09",20,2020-09-01,"Bronze","0"
"4158",2202,1355,1365,2023-05-14,305.23,"Specialty Suite","2023-05","2023","05",14,2023-05-01,"Bronze","0"
"4159",2203,9050,9137,2022-12-21,405.41,"Specialty Suite","2022-12","2022","12",21,2022-12-01,"Silver","0"
"4160",2203,9200,9288,2023-10-14,321.21,"Standard","2023-10","2023","10",14,2023-10-01,"Silver","0"
"4161",2204,4001,4037,2022-01-31,309.1,"Standard","2022-01","2022","01",31,2022-01-01,"Silver","0"
"4162",2204,13098,13229,2024-04-23,418.29,"Specialty Suite","2024-04","2024","04",23,2024-04-01,"Silver","0"
"4163",2204,11462,11578,2022-02-26,327.67,"Specialty Suite","2022-02","2022","02",26,2022-02-01,"Silver","0"
"4164",2205,10084,10178,2023-06-19,354.44,"Premier","2023-06","2023","06",19,2023-06-01,"Silver","0"
"4165",2205,10912,11018,2023-09-28,250.13,"Premier","2023-09","2023","09",28,2023-09-01,"Silver","0"
"4166",2206,14072,14215,2023-07-10,421.67,"Specialty Suite","2023-07","2023","07",10,2023-07-01,"Silver","0"
"4167",2206,5625,5676,2022-02-14,418.87,"Specialty Suite","2022-02","2022","02",14,2022-02-01,"Silver","0"
"4168",2207,6709,6770,2023-11-09,292.6,"Specialty Suite","2023-11","2023","11",9,2023-11-01,"Silver","0"
"4169",2207,4999,5040,2024-06-01,406.55,"Suite","2024-06","2024","06",1,2024-06-01,"Silver","0"
"4170",2207,3843,3877,2022-11-26,313.77,"Standard","2022-11","2022","11",26,2022-11-01,"Silver","0"
"4171",2207,10296,10395,2023-08-16,324.54,"Standard","2023-08","2023","08",16,2023-08-01,"Silver","0"
"4172",2208,8236,8312,2023-07-02,482.5,"Suite","2023-07","2023","07",2,2023-07-01,"Silver","1"
"4173",2208,5112,5155,2022-02-13,417.67,"Suite","2022-02","2022","02",13,2022-02-01,"Silver","1"
"4174",2208,2464,2487,2023-12-29,494.29,"Specialty Suite","2023-12","2023","12",29,2023-12-01,"Silver","1"
"4175",2208,5684,5735,2024-07-24,333.15,"Standard","2024-07","2024","07",24,2024-07-01,"Silver","1"
"4176",2208,13341,13475,2022-06-25,460.42,"Suite","2022-06","2022","06",25,2022-06-01,"Silver","1"
"4177",2209,12483,12609,2023-06-30,414.82,"Suite","2023-06","2023","06",30,2023-06-01,"Bronze","0"
"4178",2210,7846,7921,2022-06-24,307.18,"Premier","2022-06","2022","06",24,2022-06-01,"Silver","1"
"4179",2210,5410,5458,2022-08-03,269.9,"Premier","2022-08","2022","08",3,2022-08-01,"Silver","1"
"4180",2210,13007,13138,2022-11-12,436.87,"Specialty Suite","2022-11","2022","11",12,2022-11-01,"Silver","1"
"4181",2210,14324,14467,2023-01-22,253.53,"Suite","2023-01","2023","01",22,2023-01-01,"Silver","1"
"4182",2210,6567,6628,2022-07-23,319.11,"Specialty Suite","2022-07","2022","07",23,2022-07-01,"Silver","1"
"4183",2211,7691,7761,2024-03-19,424.2,"Specialty Suite","2024-03","2024","03",19,2024-03-01,"Silver","0"
"4184",2211,3891,3925,2024-03-05,381.92,"Specialty Suite","2024-03","2024","03",5,2024-03-01,"Silver","0"
"4185",2212,7118,7185,2023-12-05,403.71,"Suite","2023-12","2023","12",5,2023-12-01,"Silver","1"
"4186",2212,2962,2990,2022-10-12,365.6,"Suite","2022-10","2022","10",12,2022-10-01,"Silver","1"
"4187",2212,12414,12538,2022-02-16,354.35,"Specialty Suite","2022-02","2022","02",16,2022-02-01,"Silver","1"
"4188",2212,12805,12934,2022-05-07,462.34,"Specialty Suite","2022-05","2022","05",7,2022-05-01,"Silver","1"
"4189",2214,3312,3342,2023-05-07,430.25,"Specialty Suite","2023-05","2023","05",7,2023-05-01,"Bronze","0"
"4190",2215,10249,10346,2023-07-16,306.11,"Specialty Suite","2023-07","2023","07",16,2023-07-01,"Silver","0"
"4191",2215,5477,5527,2024-01-17,404.25,"Specialty Suite","2024-01","2024","01",17,2024-01-01,"Silver","0"
"4192",2216,13209,13341,2022-11-14,342.61,"Standard","2022-11","2022","11",14,2022-11-01,"Silver","0"
"4193",2216,14247,14390,2022-03-18,383.03,"Standard","2022-03","2022","03",18,2022-03-01,"Silver","0"
"4194",2217,7695,7765,2020-11-10,294.54,"Premier","2020-11","2020","11",20,2020-11-01,"Bronze","0"
"4195",2218,4537,4577,2023-09-23,375,"Premier","2023-09","2023","09",23,2023-09-01,"Bronze","0"
"4196",2219,11222,11336,2020-08-02,356.06,"Specialty Suite","2020-08","2020","08",20,2020-08-01,"Silver","0"
"4197",2219,9966,10060,2022-09-21,510.53,"Suite","2022-09","2022","09",21,2022-09-01,"Silver","0"
"4198",2219,12466,12592,2022-10-13,391,"Specialty Suite","2022-10","2022","10",13,2022-10-01,"Silver","0"
"4199",2220,11831,11948,2020-12-14,369.46,"Specialty Suite","2020-12","2020","12",20,2020-12-01,"Bronze","0"
"4200",2221,470,473,2022-09-25,376.72,"Standard","2022-09","2022","09",25,2022-09-01,"Bronze","0"
"4201",2223,12001,12118,2023-10-17,345.81,"Suite","2023-10","2023","10",17,2023-10-01,"Bronze","0"
"4202",2224,7410,7479,2023-03-13,419.11,"Suite","2023-03","2023","03",13,2023-03-01,"Bronze","0"
"4203",2225,9455,9543,2023-04-27,215.01,"Suite","2023-04","2023","04",27,2023-04-01,"Bronze","0"
"4204",2226,3870,3904,2022-10-13,330.37,"Standard","2022-10","2022","10",13,2022-10-01,"Silver","0"
"4205",2226,2679,2704,2023-08-14,372.25,"Specialty Suite","2023-08","2023","08",14,2023-08-01,"Silver","0"
"4206",2226,6075,6129,2023-07-04,372.98,"Suite","2023-07","2023","07",4,2023-07-01,"Silver","0"
"4207",2227,7208,7276,2024-02-08,404.76,"Presidential","2024-02","2024","02",8,2024-02-01,"Bronze","0"
"4208",2228,14154,14297,2023-07-19,300.74,"Specialty Suite","2023-07","2023","07",19,2023-07-01,"Silver","0"
"4209",2228,11892,12009,2022-10-05,449.91,"Specialty Suite","2022-10","2022","10",5,2022-10-01,"Silver","0"
"4210",2228,1743,1755,2022-01-15,293.38,"Standard","2022-01","2022","01",15,2022-01-01,"Silver","0"
"4211",2229,1757,1770,2023-09-07,289.76,"Suite","2023-09","2023","09",7,2023-09-01,"Silver","1"
"4212",2229,8750,8833,2022-05-17,443.66,"Specialty Suite","2022-05","2022","05",17,2022-05-01,"Silver","1"
"4213",2229,5615,5666,2023-12-08,356.73,"Specialty Suite","2023-12","2023","12",8,2023-12-01,"Silver","1"
"4214",2229,549,553,2024-03-12,418,"Specialty Suite","2024-03","2024","03",12,2024-03-01,"Silver","1"
"4215",2230,9787,9879,2022-02-04,290.46,"Specialty Suite","2022-02","2022","02",4,2022-02-01,"Silver","0"
"4216",2230,5296,5343,2024-05-08,356.67,"Premier","2024-05","2024","05",8,2024-05-01,"Silver","0"
"4217",2230,2718,2745,2022-03-07,296.44,"Specialty Suite","2022-03","2022","03",7,2022-03-01,"Silver","0"
"4218",2230,3514,3544,2022-09-25,396.3,"Suite","2022-09","2022","09",25,2022-09-01,"Silver","0"
"4219",2231,10136,10230,2023-11-14,375.14,"Standard","2023-11","2023","11",14,2023-11-01,"Silver","1"
"4220",2231,11215,11329,2023-12-13,360.38,"Specialty Suite","2023-12","2023","12",13,2023-12-01,"Silver","1"
"4221",2231,12713,12841,2024-03-24,357.16,"Specialty Suite","2024-03","2024","03",24,2024-03-01,"Silver","1"
"4222",2231,2023,2039,2024-05-20,280.33,"Premier","2024-05","2024","05",20,2024-05-01,"Silver","1"
"4223",2231,7531,7600,2020-04-15,352.06,"Premier","2020-04","2020","04",20,2020-04-01,"Silver","1"
"4224",2232,8977,9063,2023-02-08,370.9,"Standard","2023-02","2023","02",8,2023-02-01,"Silver","0"
"4225",2232,4045,4081,2023-10-28,284.93,"Premier","2023-10","2023","10",28,2023-10-01,"Silver","0"
"4226",2232,9541,9630,2023-08-14,329.01,"Standard","2023-08","2023","08",14,2023-08-01,"Silver","0"
"4227",2232,6893,6957,2022-04-30,333.56,"Premier","2022-04","2022","04",30,2022-04-01,"Silver","0"
"4228",2233,8507,8588,2024-07-15,238.12,"Standard","2024-07","2024","07",15,2024-07-01,"Silver","0"
"4229",2233,14554,14700,2023-04-11,500.27,"Suite","2023-04","2023","04",11,2023-04-01,"Silver","0"
"4230",2233,14313,14456,2022-05-30,332.33,"Specialty Suite","2022-05","2022","05",30,2022-05-01,"Silver","0"
"4231",2235,4869,4910,2022-09-05,284.45,"Specialty Suite","2022-09","2022","09",5,2022-09-01,"Bronze","0"
"4232",2237,6501,6562,2022-04-01,341.98,"Specialty Suite","2022-04","2022","04",1,2022-04-01,"Silver","0"
"4233",2237,13075,13206,2024-06-14,328.16,"Premier","2024-06","2024","06",14,2024-06-01,"Silver","0"
"4234",2237,8844,8929,2023-06-15,418.92,"Suite","2023-06","2023","06",15,2023-06-01,"Silver","0"
"4235",2238,6565,6626,2022-04-27,389.94,"Standard","2022-04","2022","04",27,2022-04-01,"Silver","0"
"4236",2238,8898,8984,2022-01-27,413.23,"Standard","2022-01","2022","01",27,2022-01-01,"Silver","0"
"4237",2238,1605,1615,2024-02-14,399.84,"Premier","2024-02","2024","02",14,2024-02-01,"Silver","0"
"4238",2239,6282,6340,2024-04-27,333.79,"Specialty Suite","2024-04","2024","04",27,2024-04-01,"Bronze","0"
"4239",2240,1873,1886,2024-06-21,449.17,"Specialty Suite","2024-06","2024","06",21,2024-06-01,"Bronze","0"
"4240",2241,1002,1009,2023-08-24,367.56,"Specialty Suite","2023-08","2023","08",24,2023-08-01,"Silver","0"
"4241",2241,1111,1121,2022-06-10,328.99,"Premier","2022-06","2022","06",10,2022-06-01,"Silver","0"
"4242",2241,5901,5954,2022-06-11,199.17,"Specialty Suite","2022-06","2022","06",11,2022-06-01,"Silver","0"
"4243",2242,9772,9864,2022-12-31,270.75,"Standard","2022-12","2022","12",31,2022-12-01,"Bronze","0"
"4244",2243,120,121,2023-03-20,333.78,"Premier","2023-03","2023","03",20,2023-03-01,"Silver","0"
"4245",2243,2581,2606,2023-01-03,376.28,"Premier","2023-01","2023","01",3,2023-01-01,"Silver","0"
