"","CustomerID","X.1","X","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day","Month_Yr_graph","final_category","HighValue"
"5242",2774,7317,7385,2023-08-18,344.5,"Premier","2023-08","2023","08",18,2023-08-01,"Silver","No"
"12510",6707,7443,7512,2023-07-04,494.06,"Suite","2023-07","2023","07",4,2023-07-01,"Silver","No"
"14015",7534,8397,8476,2022-05-30,400.09,"Suite","2022-05","2022","05",30,2022-05-01,"Silver","No"
"3120",1650,13296,13429,2024-02-29,189.77,"Specialty Suite","2024-02","2024","02",29,2024-02-01,"Bronze","No"
"2736",1452,12054,12171,2024-01-28,233.82,"Premier","2024-01","2024","01",28,2024-01-01,"Silver","No"
"13486",7235,1350,1360,2023-09-10,159.32,"Specialty Suite","2023-09","2023","09",10,2023-09-01,"Bronze","No"
"13831",7429,7420,7489,2023-01-16,334.42,"Premier","2023-01","2023","01",16,2023-01-01,"Silver","No"
"5971",3195,4818,4859,2024-02-06,283.78,"Specialty Suite","2024-02","2024","02",6,2024-02-01,"Silver","No"
"540",275,853,860,2024-07-20,339.9,"Specialty Suite","2024-07","2024","07",20,2024-07-01,"Bronze","No"
"486",238,12052,12169,2024-06-05,421.56,"Specialty Suite","2024-06","2024","06",5,2024-06-01,"Silver","No"
"3379",1789,3434,3464,2023-11-29,363.16,"Standard","2023-11","2023","11",29,2023-11-01,"Silver","Yes"
"6398",3418,1016,1024,2023-07-19,253.17,"Standard","2023-07","2023","07",19,2023-07-01,"Silver","No"
"9864",5298,11962,12079,2023-02-25,324.55,"Standard","2023-02","2023","02",25,2023-02-01,"Silver","No"
"9555",5132,3515,3545,2023-03-20,295.05,"Suite","2023-03","2023","03",20,2023-03-01,"Silver","No"
"1710",919,7045,7112,2023-07-06,360.05,"Specialty Suite","2023-07","2023","07",6,2023-07-01,"Silver","No"
"6995",3757,14266,14409,2022-04-19,356.17,"Premier","2022-04","2022","04",19,2022-04-01,"Silver","No"
"6693",3604,9334,9422,2023-08-23,389.14,"Specialty Suite","2023-08","2023","08",23,2023-08-01,"Silver","No"
"14326",7699,3183,3213,2023-07-27,366.13,"Standard","2023-07","2023","07",27,2023-07-01,"Silver","No"
"12283",6584,270,272,2022-11-08,402.78,"Suite","2022-11","2022","11",8,2022-11-01,"Silver","Yes"
"474",232,8825,8910,2022-03-23,320.85,"Specialty Suite","2022-03","2022","03",23,2022-03-01,"Bronze","No"
"8859",4754,6971,7036,2023-09-18,286.43,"Standard","2023-09","2023","09",18,2023-09-01,"Silver","No"
"5811",3086,10849,10954,2022-12-11,290.27,"Premier","2022-12","2022","12",11,2022-12-01,"Silver","No"
"11190",5985,3814,3848,2023-01-12,324.53,"Specialty Suite","2023-01","2023","01",12,2023-01-01,"Silver","No"
"5477",2908,12527,12653,2024-02-27,337.37,"Specialty Suite","2024-02","2024","02",27,2024-02-01,"Bronze","No"
"4123",2179,9198,9286,2023-05-25,334.42,"Standard","2023-05","2023","05",25,2023-05-01,"Silver","No"
"1150",609,3768,3802,2022-02-05,378.6,"Specialty Suite","2022-02","2022","02",5,2022-02-01,"Silver","Yes"
"7050",3785,6289,6347,2024-03-21,410.55,"Suite","2024-03","2024","03",21,2024-03-01,"Bronze","No"
"2214",1164,12626,12753,2023-04-11,384.02,"Premier","2023-04","2023","04",11,2023-04-01,"Silver","No"
"2326",1229,2302,2322,2024-05-20,398.23,"Standard","2024-05","2024","05",20,2024-05-01,"Silver","No"
"8139",4389,3296,3326,2024-04-18,343.12,"Premier","2024-04","2024","04",18,2024-04-01,"Silver","No"
"7692",4132,7889,7964,2022-01-02,492.46,"Suite","2022-01","2022","01",2,2022-01-01,"Bronze","No"
"13633",7317,9137,9225,2022-07-03,410.55,"Specialty Suite","2022-07","2022","07",3,2022-07-01,"Bronze","No"
"13210",7096,11032,11140,2023-12-15,374.94,"Premier","2023-12","2023","12",15,2023-12-01,"Silver","No"
"3744",1981,10445,10546,2022-01-04,188.15,"Premier","2022-01","2022","01",4,2022-01-01,"Bronze","No"
"4636",2449,2729,2756,2020-05-08,340.85,"Standard","2020-05","2020","05",20,2020-05-01,"Bronze","No"
"6896",3701,6400,6458,2023-06-06,332.71,"Standard","2023-06","2023","06",6,2023-06-01,"Silver","No"
"3011",1590,3463,3493,2020-08-31,360.68,"Suite","2020-08","2020","08",20,2020-08-01,"Silver","No"
"7457",3999,993,1000,2023-06-13,297.2,"Specialty Suite","2023-06","2023","06",13,2023-06-01,"Silver","No"
"7977",4295,5363,5410,2022-11-29,332.96,"Standard","2022-11","2022","11",29,2022-11-01,"Silver","No"
"10217",5482,2406,2429,2023-07-09,309.62,"Specialty Suite","2023-07","2023","07",9,2023-07-01,"Silver","No"
"13776",7384,11730,11846,2023-11-21,400.26,"Specialty Suite","2023-11","2023","11",21,2023-11-01,"Silver","No"
"8929",4786,14307,14450,2023-02-28,260.22,"Specialty Suite","2023-02","2023","02",28,2023-02-01,"Silver","No"
"2840",1506,8332,8409,2023-11-09,306.89,"Specialty Suite","2023-11","2023","11",9,2023-11-01,"Silver","No"
"3001",1585,5253,5300,2022-06-30,514.08,"Specialty Suite","2022-06","2022","06",30,2022-06-01,"Bronze","No"
"4443",2354,3430,3460,2024-01-28,479.19,"Specialty Suite","2024-01","2024","01",28,2024-01-01,"Silver","No"
"14429",7757,12914,13043,2024-04-17,333.85,"Standard","2024-04","2024","04",17,2024-04-01,"Silver","Yes"
"6050",3238,6768,6831,2022-04-16,373.46,"Specialty Suite","2022-04","2022","04",16,2022-04-01,"Gold","Yes"
"5255",2780,11280,11395,2023-02-14,400.21,"Specialty Suite","2023-02","2023","02",14,2023-02-01,"Silver","No"
"14327",7699,12577,12704,2022-06-10,416.99,"Premier","2022-06","2022","06",10,2022-06-01,"Silver","No"
"208",106,6991,7056,2024-04-04,371.88,"Standard","2024-04","2024","04",4,2024-04-01,"Silver","No"
"1294",686,4788,4829,2022-03-31,494.93,"Specialty Suite","2022-03","2022","03",31,2022-03-01,"Silver","Yes"
"13123",7046,11637,11753,2024-01-08,463.67,"Specialty Suite","2024-01","2024","01",8,2024-01-01,"Silver","No"
"12420",6656,5034,5075,2022-05-09,230.41,"Specialty Suite","2022-05","2022","05",9,2022-05-01,"Silver","No"
"13302",7142,2468,2491,2023-11-28,313.65,"Premier","2023-11","2023","11",28,2023-11-01,"Silver","No"
"5557",2950,12551,12677,2023-01-28,275.05,"Premier","2023-01","2023","01",28,2023-01-01,"Silver","No"
"14622",7868,8459,8539,2023-12-13,315.75,"Specialty Suite","2023-12","2023","12",13,2023-12-01,"Silver","Yes"
"12099",6474,14022,14163,2023-03-04,395.57,"Specialty Suite","2023-03","2023","03",4,2023-03-01,"Silver","No"
"5020",2648,14452,14598,2024-04-29,341.11,"Premier","2024-04","2024","04",29,2024-04-01,"Silver","Yes"
"10722",5742,6319,6377,2023-04-26,194.06,"Specialty Suite","2023-04","2023","04",26,2023-04-01,"Silver","No"
"153",78,5163,5206,2022-11-26,291.47,"Premier","2022-11","2022","11",26,2022-11-01,"Silver","Yes"
"2585",1359,12623,12750,2023-08-04,346.36,"Specialty Suite","2023-08","2023","08",4,2023-08-01,"Bronze","No"
"8707",4671,7588,7658,2023-10-31,464.12,"Suite","2023-10","2023","10",31,2023-10-01,"Silver","No"
"11547",6168,8302,8379,2022-02-15,340.9,"Specialty Suite","2022-02","2022","02",15,2022-02-01,"Bronze","No"
"14201",7633,2363,2386,2023-08-27,329.15,"Specialty Suite","2023-08","2023","08",27,2023-08-01,"Silver","No"
"6524",3501,2425,2448,2020-01-23,287.67,"Standard","2020-01","2020","01",20,2020-01-01,"Bronze","No"
"12694",6816,11896,12013,2023-07-06,302.58,"Standard","2023-07","2023","07",6,2023-07-01,"Silver","No"
"86",46,1980,1993,2024-04-22,471.78,"Specialty Suite","2024-04","2024","04",22,2024-04-01,"Silver","Yes"
"1143",606,7880,7955,2022-07-10,337.42,"Standard","2022-07","2022","07",10,2022-07-01,"Silver","No"
"4587",2426,11051,11160,2024-03-24,335.1,"Standard","2024-03","2024","03",24,2024-03-01,"Silver","No"
"14023",7537,6722,6785,2024-03-06,402.24,"Suite","2024-03","2024","03",6,2024-03-01,"Silver","No"
"12806",6888,14048,14190,2023-08-30,384.01,"Specialty Suite","2023-08","2023","08",30,2023-08-01,"Silver","No"
"5744",3053,6172,6227,2023-01-17,418.33,"Premier","2023-01","2023","01",17,2023-01-01,"Silver","No"
"7232",3888,9638,9727,2023-03-08,321.05,"Suite","2023-03","2023","03",8,2023-03-01,"Silver","No"
"14089",7575,2469,2492,2020-03-03,391.81,"Premier","2020-03","2020","03",20,2020-03-01,"Silver","No"
"726",374,2856,2883,2023-09-16,448.52,"Suite","2023-09","2023","09",16,2023-09-01,"Silver","No"
"9154",4912,14390,14535,2023-05-09,312.73,"Premier","2023-05","2023","05",9,2023-05-01,"Bronze","No"
"13535",7260,8853,8938,2023-07-03,319.79,"Specialty Suite","2023-07","2023","07",3,2023-07-01,"Silver","No"
"7035",3776,4862,4903,2022-08-22,300.98,"Specialty Suite","2022-08","2022","08",22,2022-08-01,"Silver","No"
"13938",7487,2737,2764,2022-05-08,399.47,"Standard","2022-05","2022","05",8,2022-05-01,"Silver","No"
"10082",5423,5304,5351,2023-12-10,187.69,"Premier","2023-12","2023","12",10,2023-12-01,"Silver","No"
"7704",4137,486,490,2022-02-05,247.96,"Premier","2022-02","2022","02",5,2022-02-01,"Silver","No"
"4153",2197,13096,13227,2024-01-23,324.39,"Specialty Suite","2024-01","2024","01",23,2024-01-01,"Bronze","No"
"12063",6460,12370,12493,2022-02-21,464.36,"Specialty Suite","2022-02","2022","02",21,2022-02-01,"Silver","Yes"
"14117",7590,5491,5541,2024-02-02,321.53,"Specialty Suite","2024-02","2024","02",2,2024-02-01,"Silver","Yes"
"4193",2216,14247,14390,2022-03-18,383.03,"Standard","2022-03","2022","03",18,2022-03-01,"Silver","No"
"9078",4868,252,254,2022-05-31,299.27,"Specialty Suite","2022-05","2022","05",31,2022-05-01,"Silver","Yes"
"9257",4969,9466,9554,2024-04-25,303.9,"Premier","2024-04","2024","04",25,2024-04-01,"Silver","No"
"6947",3731,13853,13989,2020-11-06,393.85,"Premier","2020-11","2020","11",20,2020-11-01,"Bronze","No"
"9527",5118,3244,3274,2024-04-11,400.37,"Suite","2024-04","2024","04",11,2024-04-01,"Bronze","No"
"11228",6006,806,812,2023-09-03,218.71,"Specialty Suite","2023-09","2023","09",3,2023-09-01,"Silver","No"
"14667",7896,8280,8356,2023-06-06,227.37,"Standard","2023-06","2023","06",6,2023-06-01,"Silver","No"
"8158",4401,13385,13519,2022-04-18,454.87,"Specialty Suite","2022-04","2022","04",18,2022-04-01,"Silver","No"
"6580",3540,2556,2579,2020-06-09,360.84,"Premier","2020-06","2020","06",20,2020-06-01,"Silver","No"
"12741",6846,7657,7727,2022-05-29,445.91,"Suite","2022-05","2022","05",29,2022-05-01,"Silver","No"
"7063",3795,12963,13093,2023-10-25,308.37,"Standard","2023-10","2023","10",25,2023-10-01,"Silver","No"
"8101",4365,10483,10584,2023-08-05,288.51,"Specialty Suite","2023-08","2023","08",5,2023-08-01,"Silver","No"
"14200",7632,12086,12204,2020-05-30,401.23,"Standard","2020-05","2020","05",20,2020-05-01,"Bronze","No"
"2130",1122,13262,13394,2022-12-15,330.92,"Specialty Suite","2022-12","2022","12",15,2022-12-01,"Bronze","No"
"225",114,1528,1538,2023-01-09,358.84,"Suite","2023-01","2023","01",9,2023-01-01,"Gold","Yes"
"14711",7916,879,886,2022-05-20,255,"Standard","2022-05","2022","05",20,2022-05-01,"Bronze","No"
"14302",7688,621,626,2022-10-31,425.7,"Suite","2022-10","2022","10",31,2022-10-01,"Silver","Yes"
"14728",7928,1238,1248,2024-03-30,341.73,"Standard","2024-03","2024","03",30,2024-03-01,"Silver","No"
"10842",5802,4634,4675,2023-03-31,314.59,"Premier","2023-03","2023","03",31,2023-03-01,"Silver","No"
"10143",5449,6420,6479,2023-02-24,267.82,"Specialty Suite","2023-02","2023","02",24,2023-02-01,"Silver","No"
"3638",1925,1819,1832,2023-04-04,363.87,"Specialty Suite","2023-04","2023","04",4,2023-04-01,"Silver","No"
"11717",6258,7343,7411,2023-09-18,376.22,"Standard","2023-09","2023","09",18,2023-09-01,"Silver","No"
"13980",7516,7609,7679,2024-03-06,298.97,"Premier","2024-03","2024","03",6,2024-03-01,"Silver","No"
"12657",6796,14319,14462,2022-09-19,339.09,"Standard","2022-09","2022","09",19,2022-09-01,"Silver","No"
"13609",7305,5778,5829,2024-05-06,336.97,"Premier","2024-05","2024","05",6,2024-05-01,"Silver","No"
"10024",5395,14223,14366,2024-03-27,397.77,"Standard","2024-03","2024","03",27,2024-03-01,"Silver","No"
"861",451,328,331,2022-03-17,365.3,"Standard","2022-03","2022","03",17,2022-03-01,"Silver","No"
"35",19,9350,9438,2024-04-08,393.57,"Standard","2024-04","2024","04",8,2024-04-01,"Silver","No"
"3264",1729,4943,4984,2022-04-08,497.37,"Premier","2022-04","2022","04",8,2022-04-01,"Silver","No"
"2522",1330,7421,7490,2023-01-31,424.08,"Suite","2023-01","2023","01",31,2023-01-01,"Silver","No"
"12987",6978,10018,10112,2024-07-15,415.61,"Suite","2024-07","2024","07",15,2024-07-01,"Silver","No"
"8592",4614,13696,13832,2022-03-23,475.37,"Standard","2022-03","2022","03",23,2022-03-01,"Silver","No"
"7492",4014,2052,2068,2022-08-20,415.03,"Specialty Suite","2022-08","2022","08",20,2022-08-01,"Silver","No"
"1308",694,1989,2003,2022-06-11,487.99,"Suite","2022-06","2022","06",11,2022-06-01,"Silver","No"
"5897",3147,2567,2591,2023-06-14,352.97,"Specialty Suite","2023-06","2023","06",14,2023-06-01,"Bronze","No"
"10843",5802,3101,3130,2023-05-13,421.98,"Suite","2023-05","2023","05",13,2023-05-01,"Silver","No"
"14139",7600,9860,9953,2022-08-23,348.83,"Specialty Suite","2022-08","2022","08",23,2022-08-01,"Gold","Yes"
"2674",1413,5355,5402,2020-06-13,338.77,"Specialty Suite","2020-06","2020","06",20,2020-06-01,"Silver","No"
"5168",2730,14836,14985,2023-11-16,461.39,"Suite","2023-11","2023","11",16,2023-11-01,"Silver","No"
"2745",1458,2338,2359,2022-01-31,454.37,"Specialty Suite","2022-01","2022","01",31,2022-01-01,"Silver","No"
"824",431,3881,3915,2024-04-25,389.24,"Suite","2024-04","2024","04",25,2024-04-01,"Silver","Yes"
"9323",5007,11700,11816,2023-12-15,322,"Specialty Suite","2023-12","2023","12",15,2023-12-01,"Silver","No"
"9330",5009,11177,11289,2022-11-25,282.98,"Premier","2022-11","2022","11",25,2022-11-01,"Silver","No"
"3520",1855,13929,14068,2023-09-18,428.33,"Specialty Suite","2023-09","2023","09",18,2023-09-01,"Gold","Yes"
"13043",7004,1110,1120,2022-12-14,216.02,"Premier","2022-12","2022","12",14,2022-12-01,"Silver","No"
"2521",1328,493,497,2024-01-09,319.5,"Premier","2024-01","2024","01",9,2024-01-01,"Silver","Yes"
"11089",5935,1923,1936,2023-02-09,393.05,"Premier","2023-02","2023","02",9,2023-02-01,"Bronze","No"
"10688",5726,13230,13362,2023-02-28,508.23,"Specialty Suite","2023-02","2023","02",28,2023-02-01,"Silver","Yes"
"7624",4090,10192,10286,2024-07-24,423.89,"Standard","2024-07","2024","07",24,2024-07-01,"Silver","No"
"8679",4654,6127,6182,2022-11-24,349.52,"Premier","2022-11","2022","11",24,2022-11-01,"Silver","Yes"
"9243",4956,14491,14637,2022-02-18,330.78,"Suite","2022-02","2022","02",18,2022-02-01,"Silver","No"
"12913",6942,13844,13980,2023-01-15,360.65,"Premier","2023-01","2023","01",15,2023-01-01,"Silver","No"
"10298",5528,6635,6696,2022-04-18,363.7,"Premier","2022-04","2022","04",18,2022-04-01,"Silver","No"
"5933",3175,979,986,2023-08-13,319.9,"Specialty Suite","2023-08","2023","08",13,2023-08-01,"Bronze","No"
"5448",2894,1332,1342,2022-08-22,433.06,"Specialty Suite","2022-08","2022","08",22,2022-08-01,"Bronze","No"
"8845",4745,10443,10544,2023-03-15,247.5,"Standard","2023-03","2023","03",15,2023-03-01,"Silver","No"
"10205",5478,2751,2778,2023-01-11,436.11,"Specialty Suite","2023-01","2023","01",11,2023-01-01,"Bronze","No"
"11011",5889,12868,12997,2022-04-06,267.8,"Standard","2022-04","2022","04",6,2022-04-01,"Silver","No"
"10080",5422,1038,1047,2022-08-29,373.99,"Premier","2022-08","2022","08",29,2022-08-01,"Silver","No"
"5918",3161,2478,2501,2022-09-04,412.79,"Suite","2022-09","2022","09",4,2022-09-01,"Silver","No"
"14825",7986,7248,7316,2023-04-24,443.38,"Presidential","2023-04","2023","04",24,2023-04-01,"Silver","Yes"
"4731",2495,8807,8892,2022-05-22,330.01,"Standard","2022-05","2022","05",22,2022-05-01,"Gold","Yes"
"1241",651,13806,13942,2022-01-12,493.55,"Presidential","2022-01","2022","01",12,2022-01-01,"Silver","No"
"2302",1218,11225,11339,2024-01-13,333.33,"Standard","2024-01","2024","01",13,2024-01-01,"Silver","No"
"10402",5577,9894,9988,2023-01-31,416.46,"Suite","2023-01","2023","01",31,2023-01-01,"Silver","No"
"8510",4574,2210,2228,2024-04-06,336.42,"Specialty Suite","2024-04","2024","04",6,2024-04-01,"Silver","No"
"7593",4071,9716,9806,2023-03-25,295.79,"Premier","2023-03","2023","03",25,2023-03-01,"Silver","Yes"
"2113",1115,9989,10083,2023-09-08,363.12,"Specialty Suite","2023-09","2023","09",8,2023-09-01,"Silver","No"
"2530",1333,1957,1970,2023-09-14,249.14,"Standard","2023-09","2023","09",14,2023-09-01,"Bronze","No"
"5080",2683,631,636,2024-01-05,402.91,"Suite","2024-01","2024","01",5,2024-01-01,"Gold","Yes"
"2527",1331,1767,1780,2024-06-15,393.6,"Standard","2024-06","2024","06",15,2024-06-01,"Silver","No"
"9593",5154,6449,6508,2020-02-22,296.19,"Premier","2020-02","2020","02",20,2020-02-01,"Bronze","No"
"10173",5461,5493,5543,2022-03-23,246.06,"Specialty Suite","2022-03","2022","03",23,2022-03-01,"Silver","No"
"5392",2861,14373,14517,2022-03-05,185.84,"Premier","2022-03","2022","03",5,2022-03-01,"Silver","No"
"11388",6086,1836,1849,2024-02-27,354.49,"Standard","2024-02","2024","02",27,2024-02-01,"Bronze","No"
"8475",4552,364,367,2023-05-23,400.58,"Suite","2023-05","2023","05",23,2023-05-01,"Bronze","No"
"2004",1056,10986,11093,2022-07-02,255.4,"Premier","2022-07","2022","07",2,2022-07-01,"Silver","No"
"8317",4480,1171,1181,2024-05-22,306.09,"Suite","2024-05","2024","05",22,2024-05-01,"Bronze","No"
"7029",3773,14190,14333,2023-05-18,290.59,"Specialty Suite","2023-05","2023","05",18,2023-05-01,"Silver","No"
"1073",565,1477,1487,2024-05-20,319.3,"Specialty Suite","2024-05","2024","05",20,2024-05-01,"Silver","No"
"4429",2344,7854,7929,2024-03-10,309.95,"Standard","2024-03","2024","03",10,2024-03-01,"Silver","No"
"12883",6928,8635,8717,2023-06-27,406.05,"Premier","2023-06","2023","06",27,2023-06-01,"Silver","No"
"5651",3001,12211,12331,2022-04-06,152.34,"Specialty Suite","2022-04","2022","04",6,2022-04-01,"Gold","Yes"
"13601",7302,9637,9726,2024-07-17,319.27,"Specialty Suite","2024-07","2024","07",17,2024-07-01,"Silver","No"
"137",73,1745,1757,2024-01-22,379.06,"Suite","2024-01","2024","01",22,2024-01-01,"Silver","No"
"12092",6469,12056,12173,2022-02-01,318.41,"Premier","2022-02","2022","02",1,2022-02-01,"Silver","Yes"
"5238",2773,1674,1685,2023-12-22,331.62,"Premier","2023-12","2023","12",22,2023-12-01,"Silver","No"
"14415",7747,2219,2237,2024-01-04,376.9,"Specialty Suite","2024-01","2024","01",4,2024-01-01,"Gold","Yes"
"9101",4881,12833,12962,2022-03-16,373.78,"Standard","2022-03","2022","03",16,2022-03-01,"Silver","No"
"13827",7428,6899,6963,2022-03-05,393.82,"Specialty Suite","2022-03","2022","03",5,2022-03-01,"Silver","No"
"9273",4980,11389,11505,2022-06-27,402.64,"Specialty Suite","2022-06","2022","06",27,2022-06-01,"Bronze","No"
"4748",2503,11976,12093,2022-05-26,473.5,"Suite","2022-05","2022","05",26,2022-05-01,"Silver","No"
"8657",4641,5411,5459,2023-02-28,396.05,"Premier","2023-02","2023","02",28,2023-02-01,"Silver","No"
"12204",6537,8292,8369,2023-11-09,457.72,"Suite","2023-11","2023","11",9,2023-11-01,"Silver","Yes"
"2821",1499,10048,10142,2022-06-30,393.89,"Suite","2022-06","2022","06",30,2022-06-01,"Silver","No"
"6611",3555,13674,13810,2023-08-06,409.78,"Standard","2023-08","2023","08",6,2023-08-01,"Silver","No"
"998",527,9953,10047,2023-08-15,400.46,"Specialty Suite","2023-08","2023","08",15,2023-08-01,"Gold","Yes"
"7271",3911,7861,7936,2022-02-13,287.1,"Specialty Suite","2022-02","2022","02",13,2022-02-01,"Silver","No"
"10994",5880,13450,13584,2022-01-26,272.86,"Specialty Suite","2022-01","2022","01",26,2022-01-01,"Bronze","No"
"12975",6970,14350,14494,2022-08-19,281.8,"Premier","2022-08","2022","08",19,2022-08-01,"Silver","No"
"11881",6354,9318,9406,2023-12-31,349.8,"Specialty Suite","2023-12","2023","12",31,2023-12-01,"Silver","Yes"
"7496",4015,12944,13074,2022-06-25,473.46,"Suite","2022-06","2022","06",25,2022-06-01,"Silver","No"
"13116",7041,13399,13533,2022-06-24,424.49,"Suite","2022-06","2022","06",24,2022-06-01,"Bronze","No"
"10416",5585,1155,1165,2022-08-19,413.59,"Specialty Suite","2022-08","2022","08",19,2022-08-01,"Silver","No"
"4182",2210,6567,6628,2022-07-23,319.11,"Specialty Suite","2022-07","2022","07",23,2022-07-01,"Silver","Yes"
"12040",6446,8951,9037,2024-07-07,344.06,"Suite","2024-07","2024","07",7,2024-07-01,"Silver","No"
"13965",7507,10005,10099,2022-10-15,442.9,"Specialty Suite","2022-10","2022","10",15,2022-10-01,"Silver","No"
"10608",5690,7796,7871,2023-02-02,205.27,"Premier","2023-02","2023","02",2,2023-02-01,"Silver","No"
"7441",3989,14015,14156,2023-06-23,449.56,"Specialty Suite","2023-06","2023","06",23,2023-06-01,"Bronze","No"
"2507",1322,7449,7518,2023-04-14,311.52,"Specialty Suite","2023-04","2023","04",14,2023-04-01,"Silver","No"
"6855",3680,691,697,2023-03-19,341.29,"Suite","2023-03","2023","03",19,2023-03-01,"Silver","No"
"7413",3981,12412,12536,2022-07-20,346.37,"Specialty Suite","2022-07","2022","07",20,2022-07-01,"Gold","Yes"
"13565",7278,10955,11062,2023-01-23,478.63,"Suite","2023-01","2023","01",23,2023-01-01,"Silver","No"
"702",359,1651,1662,2023-11-26,269.48,"Premier","2023-11","2023","11",26,2023-11-01,"Silver","No"
"228",114,2290,2309,2023-11-12,291.74,"Specialty Suite","2023-11","2023","11",12,2023-11-01,"Gold","Yes"
"11633",6210,4675,4716,2023-04-11,404.13,"Suite","2023-04","2023","04",11,2023-04-01,"Silver","Yes"
"9622",5170,14606,14753,2023-01-30,268.96,"Premier","2023-01","2023","01",30,2023-01-01,"Silver","No"
"1651",883,12969,13099,2022-09-07,281.31,"Standard","2022-09","2022","09",7,2022-09-01,"Bronze","No"
"11250",6013,4280,4317,2023-03-21,420.42,"Suite","2023-03","2023","03",21,2023-03-01,"Silver","Yes"
"5203",2750,1764,1777,2022-02-28,463.77,"Suite","2022-02","2022","02",28,2022-02-01,"Silver","Yes"
"1003",528,1370,1380,2022-09-24,403.97,"Specialty Suite","2022-09","2022","09",24,2022-09-01,"Bronze","No"
"5586",2964,4095,4131,2024-02-03,406.19,"Suite","2024-02","2024","02",3,2024-02-01,"Silver","No"
"816",426,8177,8253,2022-07-28,340.28,"Specialty Suite","2022-07","2022","07",28,2022-07-01,"Silver","Yes"
"10182",5465,3482,3512,2022-10-20,288.06,"Premier","2022-10","2022","10",20,2022-10-01,"Silver","No"
"8408",4518,9902,9996,2023-05-18,227.5,"Specialty Suite","2023-05","2023","05",18,2023-05-01,"Silver","No"
"11010",5889,13988,14128,2023-10-29,345.46,"Standard","2023-10","2023","10",29,2023-10-01,"Silver","No"
"11158",5971,11663,11779,2024-02-15,425.21,"Suite","2024-02","2024","02",15,2024-02-01,"Gold","Yes"
"11959",6398,11140,11251,2024-01-03,342.14,"Premier","2024-01","2024","01",3,2024-01-01,"Silver","No"
"811",421,12957,13087,2023-08-13,406.01,"Specialty Suite","2023-08","2023","08",13,2023-08-01,"Silver","No"
"9011",4834,14786,14935,2022-12-08,447.41,"Suite","2022-12","2022","12",8,2022-12-01,"Silver","No"
"5173",2732,3741,3775,2024-07-24,394.16,"Standard","2024-07","2024","07",24,2024-07-01,"Silver","No"
"13592",7297,246,248,2023-04-28,541.85,"Specialty Suite","2023-04","2023","04",28,2023-04-01,"Silver","No"
"13406",7197,6384,6442,2022-11-15,365.25,"Premier","2022-11","2022","11",15,2022-11-01,"Silver","No"
"1544",823,12628,12755,2024-03-09,421.62,"Suite","2024-03","2024","03",9,2024-03-01,"Bronze","No"
"546",277,2973,3001,2022-12-10,393.31,"Specialty Suite","2022-12","2022","12",10,2022-12-01,"Silver","Yes"
"1411",747,10195,10289,2022-03-13,401.04,"Premier","2022-03","2022","03",13,2022-03-01,"Silver","No"
"8247",4447,7176,7244,2023-08-19,237.55,"Specialty Suite","2023-08","2023","08",19,2023-08-01,"Silver","No"
"11790",6301,553,557,2022-08-08,332.62,"Premier","2022-08","2022","08",8,2022-08-01,"Silver","No"
"10406",5580,9970,10064,2020-01-24,383.42,"Suite","2020-01","2020","01",20,2020-01-01,"Gold","Yes"
"9934",5342,12085,12203,2023-06-26,324.42,"Premier","2023-06","2023","06",26,2023-06-01,"Silver","No"
"7047",3783,1870,1883,2023-03-14,408.1,"Suite","2023-03","2023","03",14,2023-03-01,"Silver","No"
"8166",4403,3880,3914,2023-12-03,329.87,"Premier","2023-12","2023","12",3,2023-12-01,"Gold","Yes"
"4102",2166,8893,8979,2022-04-07,302.58,"Standard","2022-04","2022","04",7,2022-04-01,"Silver","No"
"3819",2014,13023,13154,2022-08-16,458.45,"Suite","2022-08","2022","08",16,2022-08-01,"Silver","No"
"1845",975,103,103,2022-09-15,488.56,"Specialty Suite","2022-09","2022","09",15,2022-09-01,"Gold","Yes"
"11083",5933,12142,12261,2024-01-12,339.38,"Standard","2024-01","2024","01",12,2024-01-01,"Silver","No"
"10812",5785,9239,9327,2022-08-31,275.17,"Suite","2022-08","2022","08",31,2022-08-01,"Silver","No"
"3621",1916,14238,14381,2023-08-25,450.32,"Suite","2023-08","2023","08",25,2023-08-01,"Silver","No"
"4792",2530,12548,12674,2023-12-19,341.29,"Specialty Suite","2023-12","2023","12",19,2023-12-01,"Silver","No"
"7372",3962,12542,12668,2023-07-30,216.27,"Premier","2023-07","2023","07",30,2023-07-01,"Gold","Yes"
"1206",637,3271,3301,2023-05-13,325.1,"Specialty Suite","2023-05","2023","05",13,2023-05-01,"Silver","No"
"6326",3383,14163,14306,2022-03-15,305.21,"Standard","2022-03","2022","03",15,2022-03-01,"Silver","No"
"3738",1979,10868,10974,2023-02-12,428.59,"Suite","2023-02","2023","02",12,2023-02-01,"Silver","No"
"9477",5091,9608,9697,2023-05-04,346.75,"Premier","2023-05","2023","05",4,2023-05-01,"Silver","Yes"
"8646",4637,8315,8392,2022-11-12,321.54,"Premier","2022-11","2022","11",12,2022-11-01,"Silver","No"
"6095",3265,8420,8499,2022-03-15,392.56,"Standard","2022-03","2022","03",15,2022-03-01,"Silver","No"
"2931",1546,1431,1441,2022-11-01,425.28,"Suite","2022-11","2022","11",1,2022-11-01,"Silver","No"
